MeVK  p566 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 1.007E-22 2.675E-21 3.072E-21 3.276E-21
           2.944E-21 2.518E-21 2.061E-21 9.598E-22 5.075E-23 0.000E+00
MeVK  p999 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
           0.000E+00 0.000E+00 6.909E-23 1.835E-21 2.108E-21 2.248E-21
           2.020E-21 1.726E-21 1.414E-21 6.587E-22 3.473E-23 0.000E+00
***the new fast-JX Xsections are about 1 part in 1000 different from previous 6.8 version

 ==v7.3========fast-JX 18-bin cross-sections=============  only diff is formattting
MeVK  |CH3C(O)CH=CH2 > | MethylVinyl Ketone = CH3C(O)CH=CH2    JPL10
p177a 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 MeVK
 177b 0.000E+00 0.000E+00 1.794E-22 4.764E-21 5.472E-21 5.837E-21 MeVK
 177c 5.245E-21 4.486E-21 3.669E-21 1.710E-21 9.053E-23 0.000E+00 MeVK
MeVK                   | =>C3H6+CO[0.6] CH2CHCO+CH3[0.2] CH3CO+C2H3[0.2]
p566a 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 MeVK
 566b 0.000E+00 0.000E+00 1.007E-22 2.675E-21 3.072E-21 3.276E-21 MeVK
 566c 2.944E-21 2.518E-21 2.061E-21 9.598E-22 5.075E-23 0.000E+00 MeVK
MeVK
p999a 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 MeVK
 999b 0.000E+00 0.000E+00 6.909E-23 1.835E-21 2.108E-21 2.248E-21 MeVK
 999c 2.020E-21 1.726E-21 1.414E-21 6.587E-22 3.473E-23 0.000E+00 MeVK


 ==========pratmo 77-bin cross-sections=====T-interp only here, can only use 2 bins
MeVK                 220.
 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
 8.298E-22 5.497E-21 5.802E-21 5.902E-21 5.967E-21 6.022E-21 5.952E-21 5.854E-21
 5.786E-21 5.712E-21 5.614E-21 5.547E-21 5.485E-21 5.391E-21 5.283E-21 5.184E-21
 5.070E-21 4.960E-21 4.839E-21 4.736E-21 4.630E-21 4.497E-21 4.362E-21 4.247E-21
 4.116E-21 3.989E-21 3.841E-21 3.669E-21 3.489E-21 3.262E-21 2.997E-21 2.530E-21
 1.890E-21 1.047E-21 4.868E-22 1.964E-22 6.443E-23 1.558E-23 4.429E-25 0.000E+00
 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
MeVK                 272.
 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
 4.659E-22 3.087E-21 3.258E-21 3.314E-21 3.351E-21 3.380E-21 3.341E-21 3.287E-21
 3.248E-21 3.206E-21 3.152E-21 3.116E-21 3.079E-21 3.027E-21 2.966E-21 2.912E-21
 2.847E-21 2.783E-21 2.715E-21 2.658E-21 2.598E-21 2.523E-21 2.449E-21 2.384E-21
 2.313E-21 2.239E-21 2.159E-21 2.061E-21 1.960E-21 1.832E-21 1.683E-21 1.421E-21
 1.060E-21 5.879E-22 2.726E-22 1.105E-22 3.615E-23 8.627E-24 2.426E-25 0.000E+00
 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
MeVK                 295.
 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
 3.196E-22 2.118E-21 2.235E-21 2.273E-21 2.298E-21 2.319E-21 2.292E-21 2.256E-21
 2.229E-21 2.200E-21 2.162E-21 2.137E-21 2.111E-21 2.075E-21 2.035E-21 1.997E-21
 1.953E-21 1.912E-21 1.865E-21 1.822E-21 1.782E-21 1.730E-21 1.679E-21 1.634E-21
 1.586E-21 1.539E-21 1.480E-21 1.414E-21 1.344E-21 1.257E-21 1.157E-21 9.749E-22
 7.279E-22 4.032E-22 1.867E-22 7.519E-23 2.495E-23 5.909E-24 1.755E-25 0.000E+00
 0.000E+00 0.000E+00 0.000E+00 0.000E+00 0.000E+00
