HOCH2CHO,1,HOCH2CHO,xx,HOCH2CHO,0p6,RCHO;carbonyl;Hstar_4p1e4;f0_0p0;DRx_2p2,!C2, glycolaldehyde
HCOCH2OOH,1,HCOCH2OOH,xx,HYPERACET,0p3,ROOH;RCHO;carbonyl;Hstar_2p2e4;f0_0p2;DRx_2p4,! Hydroperoxyacetaldehyde
ACETOL,1,CH3COCH2OH,xx,ACETOL,HCHO,carbonyl;Hstar_8p0e3;f0_0p05;DRx_2p6,! hydroxy acetone
GLYOX,1,HCOHCO,xx,GLYOX,H2O2,RCHO;carbonyl;Hstar_3p0e5;f0_0p0;DRx_2p1,! {H* ca 3E5 M/atm or 2 orders of magnitude higher in Mexico City?}
MGLYOX,1,CH3COCHO,xx,MGLYOX,0p3,carbonyl;RCHO;Hstar_2p4e4;f0_0p2;DRx_2p5,! 
EGLYOX,1,C2H5COCHO,xx,EGLYOX,ROOH,carbonyl;RCHO;Hstar_2p8e3;f0_0p2;DRx_2p8,!
CO2H3CHO,1,C4H6O3,xx,DICARB,H2O2,carbonyl;RCHO;DRx_3p0;Hstar_1p4e5,! 
CO23C3CHO,1,C4H4O3,xx,TRICARB,H2O2,carbonyl;RCHO;DRx_2p9;Hstar_9p3e5,! 
BIACET,1,CH3C(=O)C(=O)CH3,xx,MEK,xx,carbonyl;Hstar_7p3e1;f0_0p05;DRx_2p8,! 2,3-butanedione (dimethyl glyoxal) 
BIACETOH,1,C4H6O3,xx,CARB12,0p4,Hstar_3p2e4;DRx_3p0;carbonyl,! 
C5DICARB,1,CH3COCH=CHCHO,xx,C5DICARB,H2O2,carbonyl;RCHO;Hstar_6p0e5;DRx_3p1,! MCM equivalent is C5DICARB? CRI UDCARB11?
BZFUONE,1,C4H4O2,xx,BZFUONE,xx,carbonyl;Hstar_1p0e2;DRx_2p7,! 2(5H)-Furanone
HOCH2CO2H,1,HOCH2CO2H,xx,HOCH2CO2H,H2O2,acid;Hstar_4p2e7;DRx_2p5,! glycolic acid [OCC(=O)O], pKa=3.83 Sander review H=2.8e4, H* pH-dependent: pH7 H*=4.2e7, pH6 H*=4.2e6, pH5 H*=4.5e5) 
CH3COCO2H,1,C3H4O3,xx,HISOLF0,HNO3,carbonyl;acid;Hstar_1p3e10,DRx_2p8,! Pyruvic acid [OC(=O)C(=O)C], pKa=2.39! H = 3.1E5 M/atm (Sander review), H* pH-dependent: pH7 H*=1.3e10M/atm, pH6 H*=1.3e9M/atm, pH5 H*=1.3e8M/atm!
MACO2H,1,CH2=C(CH3)C(=O)OH,xx,ACETOL,HCHO,acid,!Methacrylic acid from maco3 + ho2 -- probably highly soluble at pH=7, at pH=6 estimated H* ca 5.8e4 M/atm and at pH=5 ca 8.1e3M/atm -- for simplicity assume same deposition parameters as for ACETOL
CH3OOH,1,CH3O2H,xx,MEOOH,xx,ROOH;Hstar_3p0e2;f0_0p2;DRx_1p9,!
C2H5OOH,1,C2H5OOH,xx,MEOOH,xx,ROOH;Hstar_3p3e2;f0_0p2;DRx_2p3,!
BURO2H,1,secC4H9O2H,xx,C3H7OOH,xx,ROOH;Hstar_6p2e1;DRx_3p0,!(butane RO2 + ho2)
DM123OOH,1,C8H10O2,xx,DM123OOH,xx,ROOH;Hstar_3p3e2;DRx_3p75;f0_0p2,! 2,3-Dimethylphenyl hydroperoxide [OOc1cccc(C)c1C]
ETRO2H,1,CH2O2HCH2OH,xx,SHISOLOOH,H2O2,ROOH;Hstar_1p3e6;f0_0p2;DRx_2p5,! (ethene RO2 + ho2)
MEKO2H,1,CH3COCHO2HCH3,xx,MDSOLOOH,1p3,carbonyl;ROOH;DRx_3p1;Hstar_9p0e4,!
ISRO2H,1,C5H10O3,xx,SHISOLOOH,H2O2,ROOH,!from isoprene degradation + ho2
C5DICAROOH,1,CH3COCHOHCHO2CHO,xx,VHISOLNO3,H2O2,ROOH;carbonyl;RCHO;Hstar_1p6e8;DRx_3p55;f0_0p3,! 
OCATEC1OOH,1,C8H10O3,xx,OCATEC1OOH,H2O2,ROOH;Hstar_3p1e6;DRx_3p88,! multifunctional (OH and OOH groups)
HPALD,1,C5H8O3,xx,MDSOLOOH,H2O2,ROOH;RCHO;carbonyl;Hstar_1p2e5;DRx_3p3,! unsaturated C5 hydroperoxide and aldehyde
MVKO2H,1,C4H8O4,xx,VHISOLOOH,H2O2,ROOH;carbonyl;DRx_3p2;Hstar_4p4e8,! Combination of MCM HMVKBOOH and HMVKAOOH
MACROOH,1,O=CHC(CH3)(OOH)CH2OH,xx,VHISOLOOH,H2O2,ROOH;carbonyl;RCHO;DRx_3p2;Hstar_3p5e8,!from macro2 + ho2
OXYBPEROOH,1,C8H12O5,xx,VHISOLOOH,H2O2,ROOH;Hstar_1p4e8;f0_0p2;DRx_4p1,! multifunctional [OOC1(C)C=CC2OOC1(C)C2O] 
CH3CO3H,1,CH3COO2H,xx,PAA,ROOH,peroxyacid;Hstar_8p3e2;f0_0p2;DRx_2p4,! H* in Wesely_ml.f90 may be a bit too low?
CO2H3CO3H,1,C4H6O5,xx,SHISOLOOH,H2O2,peroxyacid;carbonyl;Hstar_6p8e6;DRx_3p3,! 
* PACALD,1,C5H6O4,xx,CO2C5OH,H2O2,peroxyacid;RCHO;carbonyl;Hstar_1p5e6;DRx_3p47,! assuming that it is based on MCM C5PACALD[1,2]
IEPOX,1,C5H10O3,xx,HISOLF0,HNO3,epoxide,! assuming it is based on the MCM IEPOX[A,B,C] epoxide with two hydroxyl groups. 
SC4H9NO3,1,C4H9NO3,xx,VLSOLNO3,xx,OXN;Hstar_0p0e0;f0_0p3;DRx_3p3,! nitrate group
MVKNO3,1,C4H7NO5,xx,VHISOLNO3,H2O2,nitrate;OrgNO3;OXN;carbonyl;Hstar_1p5e8;f0_0p3;DRx_3p4,! 
OXY1OHNO2,1,C8H9NO3,xx,xx,xx,OXN;Hstar_7p0e1;DRx_4p0,! multifunctional, 2,3-Dimethyl-6-nitrophenol [O=N(=O)c1ccc(C)c(C)c1O]
OXNCATECH,1,C8H9NO4,xx,VHISOLNO3,H2O2,OXN;DRx_4p1,! multifunctional [Cc1cc(N(=O)=O)c(O)c(O)c1C] 
NOXYOL1OOH,1,C8H9NO4,xx,NOXYOL1OOH,1p2,ROOH;OXN;Hstar_8p3e4;DRx_4p1,! multifunctional [OOc1c(ccc(C)c1C)N(=O)=O] 
CO2N3CHO,1,C5H5NO5,xx,VHISOLNO3,H2O2,OXN;RCHO;carbonyl;Hstar_8p1e6;DRx_3p4,! 
NALD,1,O2NOCH2CHO,xx,PAN,ROOH,OXN;RCHO;carbonyl;Hstar_5p5e3;DRx_2p7,! nitrate group, nitrooxy acetaldehyde -- uncertain deposition parameters
NOA,1,C3H5NO4,xx,VLSOLNO3,ROOH,OXN;carbonyl;Hstar_1p0e3;f0_0p3;DRx_3p0,! nitrate 
ISON,1,C5H9NO4,xx,MDNO3OH,0p7,OXN;Hstar_5p0e4;f0_0p3;DRx_3p6,! assuming it is isoprene nitrate (MCM: ISOP[A,B,C,D]NO3) (CRI RU14NO3)
ISON2,1,C5H7NO4,xx,LOSOLNO3,ROOH,carbonyl;RCHO;OXN;Hstar_4p2e3;f0_0p3;DRx_3p5,! nitrate group, multifunctional, assumed to be MCM-species NC4CHO [O=CC=C(C)CON(=O)=O]
NC4MDCO2H,1,C5H5NO5,xx,NC4MDCO2H,H2O2,carbonyl;RCHO;OXN;DRx_3p77;Hstar_3p1e9,! multifunctional [O=CC(=C(C)C(=O)O)N(=O)=O] 
NOXYOLOOH,1,C8H11NO8,xx,NOXYOLOOH,HNO3,ROOH;OXN,Hstar_4p5e10;DRx_4p57,! nitrate group, multifunctional [OOC1(O)C=C(C)C2(C)OOC1C2ON(=O)=O] 
OXNCATCOOH,1,C8H11NO9,xx,OXNCATCOOH,HNO3,ROOH;OXN;Hstar_2p0e13;DRx_4p7,! (extremely) multifunctional [OOC1(O)C(=C(C)C2(C)OOC1(N(=O)=O)C2O)O]
PAN,1,CH3COO2NO2,xx,PAN,xx,OXN;PANS;Hstar_3p0e0;f0_0p5;DRx_2p8,! 
PHAN,1,C2H3NO6,xx,PAN,xx,PANS;OXN;Hstar_5p5e1;f0_0p5;DRx_3p0,!C2 
PPN,1,C3H5NO5,xx,PAN,xx,PANS;OXN;Hstar_2p9e0;f0_0p5;DRx_3p2,! 
MPAN,1,CH2CH(CH3)C(=0)O2NO2,xx,MPAN,xx,OXN;PANS;Hstar_3p0e0;f0_0p2;DRx_3p4,!(from macr degradation)
C4PAN6,1,C4H5NO7,xx,MDNO3OH,1p1,PANS;OXN;Hstar_8p1e4;DRx_3p65,! 
C5PAN18,1,C5H6N2O8,xx,C5PAN18,ROOH,OXN;PANS;Hstar_2p4e3;DRx_4p1,! [O=N(=O)OCC(=CC(=O)OON(=O)=O)C], HenryWinBond 2.44e3 M/atm 
OXNNCATOOH,1,C8H10N2O11,xx,OXNNCATOOH,HNO3,ROOH;OXN;Hstar_2p7e14;DRx_4p95,! nitrate (and nitro) group [OOC1(O)C(=C(C)C2(C)OOC1(N(=O)=O)C2ON(=O)=O)O] (very) multifunctional 2 oxidised N, 2 OH-groups + OOH and R-OO-R
*
APINENE,1,C10H16,xx,xx,xx,BVOC;MONOTERP,!
TERPO2,0,xx,xx,xx,xx,RO2,,!
TERPOOH,1,C10H18O3,xx,LHISOLOOH,H2O2,ROOH;Hstar_1p5e6;f0_0p2;DRx_4p5,!

SO2,1,SO2,xx,SO2,SO2,SOx,!Move to slow?
*,,,,,,,
*slow...,,,,,,,
* Here we also have particles among the compounds. Specify AOD in groups if this,,,,,,,
* is wanted (or always,it doesn't matter). Same with VBS params for SOA stuff,,,,,,
* if present.,,,,,,,

"*Spec,adv,formula,MW,DRY,WET,Groups,!Comments",,,,,,,

* For SOA and EC we will use the group PCM_f .... in the PM10, PMfine groups- ,,,,,,
* avoids problems with gas/aerosol and simplifies outputs,,,,,,,

* Particle dry and wet surrogates are special. 
* For dry use PMfNO3 for fine nitrate, PMfNH4 for ammonium, PMf for all else.
* For wet use PMf for fine. PMc for coarse

SO4,3,SO4,xx,PMf,PMf,PM10;PMfine;SIA;SOx;Extinc:SO4,!
NH3,3,NH3,xx,NH3,NH3,RDN,!
NO3_f,3,NO3_f,xx,PMfNO3,PMf,PM10;PMfine;SIA;OXN;TNO3;Extinc:NO3f,!in equilib module
NO3_c,3,NO3_c,xx,PMc,PMc,PM10;PMcoarse;SIA;OXN;TNO3;Extinc:NO3c,!Coarse nitrate
NH4_f,3,NH4_f,xx,PMfNH4,PMf,RDN;PM10;PMfine;SIA;Extinc:NH4f,! in equilib module

